"manufacturer","model","series","loadCapacity","liftingSpeed","motorPower","classification","url","scrapedFrom","confidence","id","lastUpdated","createdDate","updateCount","images","videos","scrapedAt","createdAt","quietOperation","_enrichedFields","dutyCycle","weight","dimensions","voltageOptions","certifications","protectionClass","noiseLevel","brakeType","chainSpecification","operatingTemperature","applications","safetyFeatures","_pdfEnriched","_pdfEnrichedAt","liftingOverPeople","dynamicLifting","rawSpecifications","downloadedImages","pdfs","downloadedPDFs","features","llmEnriched","llmEnrichedAt","llmProvider","description","warranty","airConsumption","operatingPressure"
"Tiger Lifting","SS 2000","Subsea","2000 kg","1.5 m/min","1.5 kW","d8+, atex",,"known-data",0.9,"tiger-ss-2000","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","65 kg",,"[""400V 3Ph""]",,"IP66",,,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 1005","ST","125 kg","20 m/min","0.25 kW","d8",,"known-data",0.9,"stahl-st-1005","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","14 kg",,"[""400V 3Ph"",""230V 1Ph""]",,"IP54","62 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 1010","ST","250 kg","10 m/min","0.25 kW","d8",,"known-data",0.9,"stahl-st-1010","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","14 kg",,"[""400V 3Ph"",""230V 1Ph""]",,"IP54","62 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 2005","ST","250 kg","20 m/min","0.55 kW","d8",,"known-data",0.9,"stahl-st-2005","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","22 kg",,"[""400V 3Ph""]",,"IP54","64 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 2010","ST","500 kg","10 m/min","0.55 kW","d8",,"known-data",0.9,"stahl-st-2010","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","22 kg",,"[""400V 3Ph""]",,"IP54","64 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 3005","ST","500 kg","12 m/min","0.75 kW","d8",,"known-data",0.9,"stahl-st-3005","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","32 kg",,"[""400V 3Ph""]",,"IP54","65 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 3010","ST","1000 kg","6 m/min","0.75 kW","d8",,"known-data",0.9,"stahl-st-3010","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","32 kg",,"[""400V 3Ph""]",,"IP54","65 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 5005","ST","1000 kg","12 m/min","1.5 kW","d8+",,"known-data",0.9,"stahl-st-5005","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"50%","48 kg",,"[""400V 3Ph""]",,"IP55","67 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 5010","ST","2000 kg","6 m/min","1.5 kW","d8+",,"known-data",0.9,"stahl-st-5010","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"50%","48 kg",,"[""400V 3Ph""]",,"IP55","67 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 5020","ST","3200 kg","4 m/min","1.5 kW","d8+",,"known-data",0.9,"stahl-st-5020","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"50%","58 kg",,"[""400V 3Ph""]",,"IP55","68 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 5025","ST","5000 kg","2.5 m/min","2.2 kW","d8+",,"known-data",0.9,"stahl-st-5025","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"50%","72 kg",,"[""400V 3Ph""]",,"IP55","69 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","ST 5032","ST","6300 kg","2 m/min","2.2 kW","d8+",,"known-data",0.9,"stahl-st-5032","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"50%","85 kg",,"[""400V 3Ph""]",,"IP55","70 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","SH 3010 VF","SH","1000 kg","0.5-8 m/min","1.1 kW","d8+",,"known-data",0.9,"stahl-sh-3010-vf","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",true,,"60%","38 kg",,"[""400V 3Ph""]",,"IP55","58 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","SH 5010 VF","SH","2000 kg","0.3-6 m/min","1.5 kW","d8+",,"known-data",0.9,"stahl-sh-5010-vf","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",true,,"60%","52 kg",,"[""400V 3Ph""]",,"IP55","60 dB(A)",,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","AS7 05 Ex","AS7","125 kg","12 m/min","0.25 kW","atex, d8",,"known-data",0.9,"stahl-as7-05-ex","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","18 kg",,"[""400V 3Ph""]",,"IP65",,,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","AS7 10 Ex","AS7","250 kg","6 m/min","0.25 kW","atex, d8",,"known-data",0.9,"stahl-as7-10-ex","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","18 kg",,"[""400V 3Ph""]",,"IP65",,,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","AS7 20 Ex","AS7","500 kg","6 m/min","0.55 kW","atex, d8",,"known-data",0.9,"stahl-as7-20-ex","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","28 kg",,"[""400V 3Ph""]",,"IP65",,,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","AS7 30 Ex","AS7","1000 kg","3 m/min","0.55 kW","atex, d8",,"known-data",0.9,"stahl-as7-30-ex","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","35 kg",,"[""400V 3Ph""]",,"IP65",,,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","AS7 50 Ex","AS7","2000 kg","3 m/min","1.1 kW","atex, d8",,"known-data",0.9,"stahl-as7-50-ex","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","52 kg",,"[""400V 3Ph""]",,"IP65",,,,,,,,,,,,,,,,,,,,,,
"Stahl CraneSystems","AS7 100 Ex","AS7","5000 kg","1.5 m/min","1.5 kW","atex, d8",,"known-data",0.9,"stahl-as7-100-ex","2026-01-17T18:12:31.353Z",,,"","","2026-01-17T18:12:31.353Z","2026-01-17T18:12:31.353Z",,,"40%","85 kg",,"[""400V 3Ph""]",,"IP65",,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Hand Chain Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-hand-chain-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.958Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Lever Hoists",,,,,,"https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/manual-hoists/lever-hoists/","https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/manual-hoists/lever-hoists/",,"columbus-mckinnon-lever-hoists","2026-01-19T10:44:52.969Z",,,"https://www.columbusmckinnon.com/globalassets/home/featured-products/teasers-emea/yaleergo360_ut---teaser.jpg; https://www.columbusmckinnon.com/globalassets/home/featured-products/teasers-emea/yalelift_2011---teaser.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/yale-battery-hoist-product-picture.jpg; https://www.columbusmckinnon.com/globalassets/hoisting--lifting-products/accessories/cable-puller-accessory-teaser-yale_247x240.png; https://www.columbusmckinnon.com/globalassets/home/featured-products/teasers-emea/yalelift-atex-hm-1---teaser.jpg; https://www.columbusmckinnon.com/globalassets/home/featured-products/teasers-emea/yale-atex-unoplus-a---teaser.jpg; https://www.columbusmckinnon.com/globalassets/hoisting--lifting-products/electric--air-hoists/lodestar-vs-teaser.png; https://www.columbusmckinnon.com/globalassets/home/featured-products/teasers-emea/yale-cpa-mini---teaser.jpg; https://www.columbusmckinnon.com/globalassets/pdp-blocks/hoisting--lifting-equipment/electric-chain-hoists/st-chain-hoist/ti_sz_sh_0011.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/ti_kz_st_ex_001.jpg; https://www.columbusmckinnon.com/globalassets/home/featured-products/teasers-emea/yale-cpa-atex---teaser.jpg; https://www.columbusmckinnon.com/globalassets/brand-landing-pages/stahl/ti_sz_sh_ex_001.jpg; https://www.columbusmckinnon.com/globalassets/hoisting--lifting-products/winches/yale-rpe.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/pfaff-alpha-300-1000kg.jpg; https://www.columbusmckinnon.com/globalassets/hoisting--lifting-products/trolleys--clamps/htg.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/rsj_2012_blau.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/zww_ex.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/lfl_1_4.jpg; https://www.columbusmckinnon.com/globalassets/hoisting--lifting-products/hydraulic-jacks/hydraulic-jacks-cylinders-teaser-yale_247x240.png; https://www.columbusmckinnon.com/globalassets/inriver/resources/pfaff-htpa-d-1610.jpg; https://www.columbusmckinnon.com/globalassets/inriver/resources/pfaff-htpa-1604.jpg","","2026-01-19T10:44:08.524Z","2026-01-19T10:44:52.958Z",,,,,,,,,,,,,,,,,,,"{}",,"[{""url"":""https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/manual-hoists/lever-hoists/#"",""type"":""document"",""title"":""Downloads""},{""url"":""https://www.columbusmckinnon.com/en-de/downloads/"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/manual-hoists/lever-hoists/#"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\columbus-mckinnon_lever-hoists_document_0.pdf""}]",,,,,"Columbus McKinnon's website and/or mobile terms, privacy and security policies don't apply to the site or app you're about to visit. Please review its terms, privacy and security policies to see how they apply to you.",,,
"Columbus McKinnon","Cable Puller and Accessories",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-cable-puller-and-accessories","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.959Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Explosion Proof Hand Chain Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-hand-chain-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.959Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Explosion Proof Ratchet Lever Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-ratchet-lever-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.959Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Manual Hoist Accessories",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-manual-hoist-accessories","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.959Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Electric Chain Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-electric-chain-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.959Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Air Chain Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-air-chain-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.959Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Electric Wire Rope Hoists",,,,,,"https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/electric-and-air-hoists/electric-wire-rope-hoists/","https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/electric-and-air-hoists/electric-wire-rope-hoists/",,"columbus-mckinnon-electric-wire-rope-hoists","2026-01-19T10:44:52.969Z",,,"","","2026-01-19T10:44:44.595Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,"{}",,"[{""url"":""https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/electric-and-air-hoists/electric-wire-rope-hoists/#"",""type"":""document"",""title"":""Downloads""},{""url"":""https://www.columbusmckinnon.com/en-de/downloads/"",""type"":""document"",""title"":""Downloads""}]","[{""url"":""https://www.columbusmckinnon.com/en-de/products/hoisting--lifting-equipment/electric-and-air-hoists/electric-wire-rope-hoists/#"",""type"":""document"",""title"":""Downloads"",""localPath"":""chainhoist_data\\media\\pdfs\\columbus-mckinnon_electric-wire-rope-hoists_document_0.pdf""}]",,,,,"Columbus McKinnon's website and/or mobile terms, privacy and security policies don't apply to the site or app you're about to visit. Please review its terms, privacy and security policies to see how they apply to you.",,,
"Columbus McKinnon","Explosion Proof Electric Chain Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-electric-chain-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Explosion Proof Pneumatic Chain Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-pneumatic-chain-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.926Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Explosion Proof Wire Rope Hoists",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-wire-rope-hoists","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Electric & Air Hoist Accessories",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-electric-air-hoist-accessories","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Battery Powered Hoist",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-battery-powered-hoist","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Electric Winches",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-electric-winches","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Manual Winches",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-manual-winches","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Worm Gear Drives",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-worm-gear-drives","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.960Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Accessories",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-accessories","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.931Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Rack and Pinion Jacks",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-rack-and-pinion-jacks","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Explosion Proof  Rack and Pinion Jacks ATEX",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-rack-and-pinion-jacks-atex","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Hand Foot Pumps and Power Packs",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-hand-foot-pumps-and-power-packs","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Pullers and Jacks",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-pullers-and-jacks","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Hydraulic Cylinders",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-hydraulic-cylinders","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Workshop Presses and Hoist Test Stands",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-workshop-presses-and-hoist-test-stands","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Valves Pressure Gauges and Accessories",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-valves-pressure-gauges-and-accessories","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Hydraulic Jacks & Tools",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-hydraulic-jacks-tools","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Manual Trolleys",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-manual-trolleys","2026-01-19T10:44:52.966Z",,,"","","2026-01-19T10:44:00.927Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Powered Trolleys",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-powered-trolleys","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Trolley and Beam Clamps",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-trolley-and-beam-clamps","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.961Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Explosion Proof Trolleys",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-explosion-proof-trolleys","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Hand Pallet Trucks",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-hand-pallet-trucks","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Manual Drive Stackers",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-manual-drive-stackers","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Hand Pallet Truck with Weighing Systems",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-hand-pallet-truck-with-weighing-systems","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Elevating Platform",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-elevating-platform","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Scissor Pallet Trucks",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-scissor-pallet-trucks","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbus McKinnon","Electric Pallet Trucks",,,,,,"https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/","https://www.columbusmckinnon.com/en-us/products/hoists-and-rigging/electric-chain-hoists/",,"columbus-mckinnon-electric-pallet-trucks","2026-01-19T10:44:52.967Z",,,"","","2026-01-19T10:44:00.928Z","2026-01-19T10:44:52.962Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
